Date	Ref No.	Payee	Memo	Payment	Deposit	Reconciliation Status	Balance	Type	Account	Added in Banking
11/17/2023			GRUBHUB INC DES:Nov Actvty ID:23111715X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		903.28	Reconciled	123,943.87	Deposit	Income:GRUBHUB	
11/16/2023		TOYOTA FINANCE	SETF WORLD OMNI DES:BILL PAY ID:17966424511 INDN:NULL NULL CO ID:7529064511 TEL	723.88		Reconciled	123,040.59	Check	7720 Car  Lease Expense	
11/16/2023	2123	KAM KEU MARKET		2,126.35		Reconciled	123,764.47	Check	Purchase:KAM KEU ASIAN MARKET	
11/16/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,507.80	Reconciled	125,890.82	Deposit	Income:CREDIT CARD	
11/15/2023	5532	CHECK		487.24		Reconciled	123,383.02	Check	8400 Salaries and wages	
11/15/2023	5531	CHECK		631.90		Reconciled	123,870.26	Check	8400 Salaries and wages	
11/15/2023	5525	CHECK		487.24		Reconciled	124,502.16	Check	8400 Salaries and wages	
11/15/2023	5524	CHECK		631.90		Reconciled	124,989.40	Check	8400 Salaries and wages	
11/15/2023	5513	CHECK		487.24		Reconciled	125,621.30	Check	8400 Salaries and wages	
11/15/2023	5512	CHECK		631.90		Reconciled	126,108.54	Check	8400 Salaries and wages	
11/15/2023	5499	CHECK		487.24		Reconciled	126,740.44	Check	8400 Salaries and wages	
11/15/2023	5498	CHECK		631.90		Reconciled	127,227.68	Check	8400 Salaries and wages	
11/15/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,130.29	Reconciled	127,859.58	Deposit	Income:CREDIT CARD	
11/14/2023	5583	CHECK		835.99		Reconciled	125,729.29	Check	8400 Salaries and wages	
11/14/2023	5576	CHECK		808.90		Reconciled	126,565.28	Check	8400 Salaries and wages	
11/14/2023	5569	CHECK		801.78		Reconciled	127,374.18	Check	8400 Salaries and wages	
11/14/2023	5562	CHECK		771.01		Reconciled	128,175.96	Check	8400 Salaries and wages	
11/14/2023	2118	DA THAISON		2,080.00		Reconciled	128,946.97	Check	Purchase:Da Thaison Inc	
11/14/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,744.96	Reconciled	131,026.97	Deposit	Income:CREDIT CARD	
11/13/2023	5577	CHECK		575.64		Reconciled	129,282.01	Check	8400 Salaries and wages	
11/13/2023	5570	CHECK		575.63		Reconciled	129,857.65	Check	8400 Salaries and wages	
11/13/2023	5563	CHECK		575.64		Reconciled	130,433.28	Check	8400 Salaries and wages	
11/13/2023	5556	CHECK		575.63		Reconciled	131,008.92	Check	8400 Salaries and wages	
11/13/2023	2121	C & S ASSOCIATES		1,706.00		Reconciled	131,584.55	Check	Rent:Dormitory	
11/13/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,426.95	Reconciled	133,290.55	Deposit	Income:CREDIT CARD	
11/13/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,229.23	Reconciled	127,863.60	Deposit	Income:CREDIT CARD	
11/10/2023	2122	LAI F CHONG		20,000.00		Reconciled	124,634.37	Check	S Corp Distribution:Lai F Chong	
11/10/2023	2120	KAM KEU MARKET		2,003.20		Reconciled	144,634.37	Check	Purchase:KAM KEU ASIAN MARKET	
11/10/2023	2117	Levin Management		13,553.54		Reconciled	146,637.57	Check	Rent:Restaurant	
11/10/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,629.76	Reconciled	160,191.11	Deposit	Income:CREDIT CARD	
11/10/2023			DoorDash, Inc. DES:Disabled A ID:ST-H2K7H1T4K8E9 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,380.17	Reconciled	157,561.35	Deposit	Income:DoorDash	
11/10/2023			GRUBHUB INC DES:Nov Actvty ID:23111008X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		928.93	Reconciled	156,181.18	Deposit	Income:GRUBHUB	
11/09/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,726.95	Reconciled	155,252.25	Deposit	Income:CREDIT CARD	
11/08/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,348.77	Reconciled	152,525.30	Deposit	Income:CREDIT CARD	
11/06/2023	2112	OCEAN PLASTIC PACKAGING TRADING INC		640.00		Reconciled	146,176.53	Check	Purchase:OCEAN PLASTIC PACKAGING TRADING	
11/06/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,769.40	Reconciled	146,816.53	Deposit	Income:CREDIT CARD	
11/06/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		705.44	Reconciled	140,047.13	Deposit	Income:CREDIT CARD	
11/03/2023		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X04534800026865 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	145.39		Reconciled	139,341.69	Check	8460 Payroll Processing Fees	
11/03/2023		MERCHANT BANKCD	MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD	2,896.00		Reconciled	139,487.08	Check	7750 Credit Card Processing Fee	
11/03/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,746.25	Reconciled	142,383.08	Deposit	Income:CREDIT CARD	
11/03/2023			DoorDash, Inc. DES:Disabled A ID:ST-G9L5J2N1G9H3 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,310.52	Reconciled	140,636.83	Deposit	Income:DoorDash	
11/03/2023			GRUBHUB INC DES:Oct Actvty ID:23110301X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		1,185.04	Reconciled	139,326.31	Deposit	Income:GRUBHUB	
11/02/2023		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:04522400014276X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	1,678.45		Reconciled	138,141.27	Check	3140 Payroll Taxes Liabilities	
11/02/2023	2114	SEA PRIVATE SEAFOOD		908.00		Reconciled	139,819.72	Check	Purchase:Sea Pirate Seafood	
11/02/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,314.00	Reconciled	140,727.72	Deposit	Income:CREDIT CARD	
11/01/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,922.86	Reconciled	138,413.72	Deposit	Income:CREDIT CARD	
10/31/2023	2115	KAM KEU MARKET		2,511.75		Reconciled	136,490.86	Check	Purchase:KAM KEU ASIAN MARKET	
10/31/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,016.25	Reconciled	139,002.61	Deposit	Income:CREDIT CARD	
10/30/2023	2104	NJ AMERICAN WATER		1,059.13		Reconciled	136,986.36	Check	Utilities:Water	
10/30/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,936.53	Reconciled	138,045.49	Deposit	Income:CREDIT CARD	
10/30/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,078.76	Reconciled	133,108.96	Deposit	Income:CREDIT CARD	
10/27/2023	5572	CHECK		720.00		Reconciled	129,030.20	Check	8400 Salaries and wages	
10/27/2023	5565	CHECK		720.01		Reconciled	129,750.20	Check	8400 Salaries and wages	
10/27/2023	5550	CHECK		1,647.26		Reconciled	130,470.21	Check	8400 Salaries and wages	
10/27/2023	2108	ECOLAB		357.24		Reconciled	132,117.47	Check	8870 Pest Control	
10/27/2023	2107	VERIZON		197.92		Reconciled	132,474.71	Check	8840 Telephone	
10/27/2023	2106	HORIZON		1,341.27		Reconciled	132,672.63	Check	8150 Health Insurance	
10/27/2023	2105	REPUBLIC SERVICE		250.47		Reconciled	134,013.90	Check	8880 Waste Management	
10/27/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,406.51	Reconciled	134,264.37	Deposit	Income:CREDIT CARD	
10/27/2023			DoorDash, Inc. DES:Disabled A ID:ST-V3D8V1N2E4T7 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,614.16	Reconciled	131,857.86	Deposit	Income:DoorDash	
10/27/2023			GRUBHUB INC DES:Oct Actvty ID:23102725X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		908.21	Reconciled	130,243.70	Deposit	Income:GRUBHUB	
10/26/2023	2109	Levin Management		3,540.00		Reconciled	129,335.49	Check	Rent:Restaurant	
10/26/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,257.22	Reconciled	132,875.49	Deposit	Income:CREDIT CARD	
10/25/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,078.66	Reconciled	130,618.27	Deposit	Income:CREDIT CARD	
10/24/2023	2111	KAM KEU MARKET		2,561.80		Reconciled	128,539.61	Check	Purchase:KAM KEU ASIAN MARKET	
10/24/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,150.44	Reconciled	131,101.41	Deposit	Income:CREDIT CARD	
10/23/2023		Online Banking payment to CSL 7321	Online Banking payment to CRD 7321 Confirmation# 2606484352	4,512.42		Reconciled	128,950.97	Check	3410 BOA #3563/#7321	
10/23/2023	2103	LAI F CHONG		7,000.00		Reconciled	133,463.39	Check	S Corp Distribution:Lai F Chong	
10/23/2023					2,687.94	Reconciled	140,463.39	Deposit		
10/23/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,119.20	Reconciled	137,775.45	Deposit	Income:CREDIT CARD	
10/23/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,023.18	Reconciled	131,656.25	Deposit	Income:CREDIT CARD	
10/20/2023		NJ S&U WEB PMT	NJ S&U WEB PMT DES:NJWEB55 ID:091000015829748 INDN:COUR THAI GROUP CORPOR CO ID:7216000928 CCD PMT INFO:TXP*B8439605	5,299.90		Reconciled	127,633.07	Check	6030 Sales Tax  Adjustment	
10/20/2023		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X04359400003670 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	146.19		Reconciled	132,932.97	Check	8460 Payroll Processing Fees	
10/20/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,884.41	Reconciled	133,079.16	Deposit	Income:CREDIT CARD	
10/20/2023			DoorDash, Inc. DES:Disabled A ID:ST-T4P3S7C9Q3Q6 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,401.75	Reconciled	130,194.75	Deposit	Income:DoorDash	
10/20/2023			GRUBHUB INC DES:Oct Actvty ID:23102018X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		1,135.01	Reconciled	128,793.00	Deposit	Income:GRUBHUB	
10/20/2023			PAYCHEX TPS DES:TAXES ID:04364500045170X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD		263.17	Reconciled	127,657.99	Deposit	8460 Payroll Processing Fees	
10/19/2023		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:04347900013607X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	1,666.50		Reconciled	127,394.82	Check	3140 Payroll Taxes Liabilities	
10/19/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,640.11	Reconciled	129,061.32	Deposit	Income:CREDIT CARD	
10/18/2023	5561	CHECK		631.22		Reconciled	126,421.21	Check	8400 Salaries and wages	
10/18/2023	5533	CHECK		612.81		Reconciled	127,052.43	Check	8400 Salaries and wages	
10/18/2023	5529	CHECK		1,789.73		Reconciled	127,665.24	Check	8400 Salaries and wages	
10/18/2023	5526	CHECK		511.39		Reconciled	129,454.97	Check	8400 Salaries and wages	
10/18/2023	2101	SEA PRIVATE SEAFOOD		502.76		Reconciled	129,966.36	Check	Purchase:Sea Pirate Seafood	
10/18/2023	2100	DA THAISON		1,850.50		Reconciled	130,469.12	Check	Purchase:Da Thaison Inc	
10/18/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,953.14	Reconciled	132,319.62	Deposit	Income:CREDIT CARD	
10/17/2023	2102	KAM KEU MARKET		2,229.45		Reconciled	130,366.48	Check	Purchase:KAM KEU ASIAN MARKET	
10/17/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,298.61	Reconciled	132,595.93	Deposit	Income:CREDIT CARD	
10/16/2023		TOYOTA FINANCE	SETF WORLD OMNI DES:BILL PAY ID:17883668591 INDN:NULL NULL CO ID:7529064511 TEL	723.88		Reconciled	130,297.32	Check	7720 Car  Lease Expense	
10/16/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,415.91	Reconciled	131,021.20	Deposit	Income:CREDIT CARD	
10/16/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,284.04	Reconciled	125,605.29	Deposit	Income:CREDIT CARD	
10/13/2023	2099	KAM KEU MARKET		2,318.40		Reconciled	122,321.25	Check	Purchase:KAM KEU ASIAN MARKET	
10/13/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,354.65	Reconciled	124,639.65	Deposit	Income:CREDIT CARD	
10/13/2023			DoorDash, Inc. DES:Disabled A ID:ST-V1Q5Y5L5F4S9 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,614.32	Reconciled	122,285.00	Deposit	Income:DoorDash	
10/13/2023			GRUBHUB INC DES:Oct Actvty ID:23101311X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		838.48	Reconciled	120,670.68	Deposit	Income:GRUBHUB	
10/12/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,317.91	Reconciled	119,832.20	Deposit	Income:CREDIT CARD	
10/12/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		27.62	Reconciled	117,514.29	Deposit	Income:CREDIT CARD	
10/11/2023	2093	Levin Management		13,553.54		Reconciled	117,486.67	Check	Rent:Restaurant	
10/11/2023	2092	DA THAISON		1,091.50		Reconciled	131,040.21	Check	Purchase:Da Thaison Inc	
10/11/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,761.50	Reconciled	132,131.71	Deposit	Income:CREDIT CARD	
10/10/2023	2098	LAI F CHONG		12,000.00		Reconciled	129,370.21	Check	S Corp Distribution:Lai F Chong	
10/10/2023	2097	AUTO CHLOR SYSTEM		267.52		Reconciled	141,370.21	Check	8670 Dishwash expense	
10/10/2023	2096	PSE&G		2,106.18		Reconciled	141,637.73	Check	Utilities:Gas and Electric	
10/10/2023	2094	C & S ASSOCIATES		1,706.00		Reconciled	143,743.91	Check	Rent:Dormitory	
10/10/2023	2091	SEA PRIVATE SEAFOOD		1,351.12		Reconciled	145,449.91	Check	Purchase:Sea Pirate Seafood	
10/10/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,499.36	Reconciled	146,801.03	Deposit	Income:CREDIT CARD	
10/10/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,573.43	Reconciled	140,301.67	Deposit	Income:CREDIT CARD	
10/10/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,863.55	Reconciled	135,728.24	Deposit	Income:CREDIT CARD	
10/06/2023		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X04189500004120 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	162.44		Reconciled	133,864.69	Check	8460 Payroll Processing Fees	
10/06/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,678.10	Reconciled	134,027.13	Deposit	Income:CREDIT CARD	
10/06/2023			DoorDash, Inc. DES:Disabled A ID:ST-H6C2Q4Q4A6P7 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,400.03	Reconciled	130,349.03	Deposit	Income:DoorDash	
10/06/2023			GRUBHUB INC DES:Sep Actvty ID:23100601X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		830.00	Reconciled	128,949.00	Deposit	Income:GRUBHUB	
10/06/2023			GRUBHUB INC DES:Oct Actvty ID:23100604X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		442.51	Reconciled	128,119.00	Deposit	Income:GRUBHUB	
10/05/2023		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:04182200013759X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	1,666.66		Reconciled	127,676.49	Check	3140 Payroll Taxes Liabilities	
10/05/2023	5555	CHECK		764.39		Reconciled	129,343.15	Check	8400 Salaries and wages	
10/05/2023	5548	CHECK		788.62		Reconciled	130,107.54	Check	8400 Salaries and wages	
10/05/2023	2095	DM CLEANING UP SERVICES LLC		481.00		Reconciled	130,896.16	Check	8660 Repairs & maintenance	
10/05/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,892.26	Reconciled	131,377.16	Deposit	Income:CREDIT CARD	
10/04/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,633.60	Reconciled	128,484.90	Deposit	Income:CREDIT CARD	
10/03/2023		MERCHANT BANKCD	MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD	2,511.59		Reconciled	126,851.30	Check	7750 Credit Card Processing Fee	
10/03/2023	2090	KAM KEU MARKET		4,668.40		Reconciled	129,362.89	Check	Purchase:KAM KEU ASIAN MARKET	
10/03/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,861.07	Reconciled	134,031.29	Deposit	Income:CREDIT CARD	
10/02/2023		Online Banking payment to CSL 7321	Online Banking payment to CRD 7321 Confirmation# 4025108698	5,807.20		Reconciled	132,170.22	Check	3410 BOA #3563/#7321	
10/02/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		7,539.27	Reconciled	137,977.42	Deposit	Income:CREDIT CARD	
10/02/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,765.50	Reconciled	130,438.15	Deposit	Income:CREDIT CARD	
09/29/2023	2081	OCEAN PLASTIC PACKAGING TRADING INC		1,041.25		Reconciled	128,672.65	Check	Purchase:OCEAN PLASTIC PACKAGING TRADING	
09/29/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,508.05	Reconciled	129,713.90	Deposit	Income:CREDIT CARD	
09/29/2023			DoorDash, Inc. DES:Disabled A ID:ST-A9L9Z9Q4I7U0 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,710.18	Reconciled	127,205.85	Deposit	Income:DoorDash	
09/29/2023			GRUBHUB INC DES:Sep Actvty ID:23092927X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		1,642.17	Reconciled	125,495.67	Deposit	Income:GRUBHUB	
09/28/2023	2084	NJ AMERICAN WATER		971.99		Reconciled	123,853.50	Check	Utilities:Water	
09/28/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,766.46	Reconciled	124,825.49	Deposit	Income:CREDIT CARD	
09/27/2023	2089	DA THAISON		1,948.50		Reconciled	122,059.03	Check	Purchase:Da Thaison Inc	
09/27/2023	2088	VERIZON		195.14		Reconciled	124,007.53	Check	8840 Telephone	
09/27/2023	2085	REPUBLIC SERVICE		253.07		Reconciled	124,202.67	Check	8880 Waste Management	
09/27/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,765.42	Reconciled	124,455.74	Deposit	Income:CREDIT CARD	
09/26/2023	5558	CHECK		720.00		Reconciled	121,690.32	Check	8400 Salaries and wages	
09/26/2023	5551	CHECK		720.01		Reconciled	122,410.32	Check	8400 Salaries and wages	
09/26/2023	5544	CHECK		720.00		Reconciled	123,130.33	Check	8400 Salaries and wages	
09/26/2023	5516	CHECK		2,481.40		Reconciled	123,850.33	Check	8400 Salaries and wages	
09/26/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,216.66	Reconciled	126,331.73	Deposit	Income:CREDIT CARD	
09/25/2023	5554	CHECK		583.44		Reconciled	124,115.07	Check	8400 Salaries and wages	
09/25/2023	5543	CHECK		1,564.18		Reconciled	124,698.51	Check	8400 Salaries and wages	
09/25/2023	5540	CHECK		638.80		Reconciled	126,262.69	Check	8400 Salaries and wages	
09/25/2023	5536	CHECK		1,814.40		Reconciled	126,901.49	Check	8400 Salaries and wages	
09/25/2023	5500	CHECK		827.57		Reconciled	128,715.89	Check	8400 Salaries and wages	
09/25/2023	2087	HORIZON		2,682.54		Reconciled	129,543.46	Check	8150 Health Insurance	
09/25/2023	2086	PSE&G		2,050.00		Reconciled	132,226.00	Check	Utilities:Gas and Electric	
09/25/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,374.36	Reconciled	134,276.00	Deposit	Income:CREDIT CARD	
09/25/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,614.19	Reconciled	127,901.64	Deposit	Income:CREDIT CARD	
09/22/2023		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X04006700027926 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	146.19		Reconciled	124,287.45	Check	8460 Payroll Processing Fees	
09/22/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,881.25	Reconciled	124,433.64	Deposit	Income:CREDIT CARD	
09/22/2023			DoorDash, Inc. DES:Disabled A ID:ST-Z6M3Y5L3D7T1 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,014.44	Reconciled	121,552.39	Deposit	Income:DoorDash	
09/22/2023			GRUBHUB INC DES:Sep Actvty ID:23092220X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		935.98	Reconciled	120,537.95	Deposit	Income:GRUBHUB	
09/21/2023		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:04001700013636X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	1,451.78		Reconciled	119,601.97	Check	3140 Payroll Taxes Liabilities	
09/21/2023	2082	LAI F CHONG		20,000.00		Reconciled	121,053.75	Check	S Corp Distribution:Lai F Chong	
09/21/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,359.54	Reconciled	141,053.75	Deposit	Income:CREDIT CARD	
09/20/2023		NJ S&U WEB PMT	NJ WEB PMT 04110 DES:NJWEB04110 ID:091000015566950 INDN:COUR THAI GROUP CORPOR CO ID:7216000928 CCD PMT INFO:TXP*B843960	5,154.84		Reconciled	138,694.21	Check	6030 Sales Tax  Adjustment	
09/20/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,495.01	Reconciled	143,849.05	Deposit	Income:CREDIT CARD	
09/19/2023	2083	KAM KEU MARKET		2,134.00		Reconciled	142,354.04	Check	Purchase:KAM KEU ASIAN MARKET	
09/19/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,792.23	Reconciled	144,488.04	Deposit	Income:CREDIT CARD	
09/18/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,453.70	Reconciled	142,695.81	Deposit	Income:CREDIT CARD	
09/18/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,807.98	Reconciled	138,242.11	Deposit	Income:CREDIT CARD	
09/15/2023	5549	CHECK		575.64		Reconciled	135,434.13	Check	8400 Salaries and wages	
09/15/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,363.51	Reconciled	136,009.77	Deposit	Income:CREDIT CARD	
09/15/2023			DoorDash, Inc. DES:Disabled A ID:ST-Z6V6J6Y5I4G2 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,944.15	Reconciled	133,646.26	Deposit	Income:DoorDash	
09/15/2023			GRUBHUB INC DES:Sep Actvty ID:23091513X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		1,029.27	Reconciled	131,702.11	Deposit	Income:GRUBHUB	
09/14/2023		TOYOTA FINANCE	SETF WORLD OMNI DES:BILL PAY ID:17786318651 INDN:NULL NULL CO ID:7529064511 TEL	723.88		Reconciled	130,672.84	Check	7720 Car  Lease Expense	
09/14/2023	2068	REPUBLIC SERVICE		253.67		Reconciled	131,396.72	Check	8880 Waste Management	
09/14/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,744.95	Reconciled	131,650.39	Deposit	Income:CREDIT CARD	
09/13/2023	5542	CHECK		575.63		Reconciled	128,905.44	Check	8400 Salaries and wages	
09/13/2023	5537	CHECK		720.01		Reconciled	129,481.07	Check	8400 Salaries and wages	
09/13/2023	5535	CHECK		575.64		Reconciled	130,201.08	Check	8400 Salaries and wages	
09/13/2023	5530	CHECK		720.00		Reconciled	130,776.72	Check	8400 Salaries and wages	
09/13/2023	5523	CHECK		720.01		Reconciled	131,496.72	Check	8400 Salaries and wages	
